num	请观看视频并简单描述这段视频里的所有声音	你听见了什么声音	你会怎么描述这些声音	这些声音是什么物体/人发出的	这是在什么场景发出的声音	duration	filename	samplerate
1459	在病房内，有开门声，人的说话声，在手术室内，有人的说话声，仪器声，手术操作声，后期背景音	开门声，人的说话声，仪器声，手术操作声，后期背景音	开门声，人的说话声，仪器声，手术操作声，后期背景音	演员发出的开门声、说话声及手术操作声，医院仪器发出的仪器声，电脑后期操作发出的背景音	在病房内、手术室内	10.005963718820862	hospital_3707/1459.wav	44100
1460	两位医生在医院进行对话，手中的报警器一直响，有人声以及报警声	人声，报警声	交谈声以及滴滴声	交谈声又两位男女医生发出，滴滴声有报警器发出	两位医生在手术室外交谈	10.005963718820862	hospital_3707/1460.wav	44100
1460	电梯关门的声音，然后传呼设备的滴滴声，两人的对话声	电梯门关的声音，传呼设备的声音，两人的对话	电梯声，传呼设备的声音，两人的对话	人，电梯，传呼设备	医院电梯	10.005963718820862	hospital_3707/1460.wav	44100
1460	在电梯内，有人的对话声，通讯器哔哔声，背景音	人的对话声，通讯器哔哔声，背景音	人的对话声，通讯器哔哔声，背景音	演员发出的对话声，通讯器发出的接收消息的哔哔声，电脑操作发出的背景音	在电梯内	10.005963718820862	hospital_3707/1460.wav	44100
1461	一位男医生和一位女医生在交谈，有对话声音	人声	交谈声	交谈声由那女医生发出	两位医生在医院进行交谈	10.005963718820862	hospital_3707/1461.wav	44100
1461	手术室里两人的对话	对话声	"两人的对话
"	人	医院手术室	10.005963718820862	hospital_3707/1461.wav	44100
1461	在手术室内，有人对话的声音，叹息声，仪器声，背景音	人对话的声音，叹息声，仪器声，背景音	人对话的声音，叹息声，仪器声，背景音	演员发出的对话声音，女演员发出的叹息声，医院仪器发出的仪器声，电脑操作发成都背景音	在手术室内	10.005963718820862	hospital_3707/1461.wav	44100
1462	一位男医生和一位女医生在医院进行交谈，有对话声音，人声，以及后期操作声	人声以及后期操作声	交谈声，嘈杂声，以及医院仪器搬动声音	交谈声由男女医生发出，嘈杂声由医院其他人发出，医院仪器搬动声音由仪器发出	两位医生在医院进行交谈	10.005963718820862	hospital_3707/1462.wav	44100
1462	医院大厅里有一堆人发出的声音，然后两人紧张的对话	对话声	两人的对话	人	医院大厅	10.005963718820862	hospital_3707/1462.wav	44100
1462	在医院大厅，有人的对话声，嘈杂的说话声	人的对话声，嘈杂的说话声	主演的对话声，群演嘈杂的说话声	主演发出的对话声，群演发出的嘈杂的说话声	在医院大厅	10.005963718820862	hospital_3707/1462.wav	44100
1463	数个医生在手术台为病人做手术，有人说话声以及音乐声	人声以及音乐声	说话声以及舒缓的音乐声	说话声由手术医生发出，音乐声属于后期添加	医生在手术台为病人做手术	10.005963718820862	hospital_3707/1463.wav	44100
1463	手术室里医生在说话	"人声
"	说话的声音	人	医院手术室	10.005963718820862	hospital_3707/1463.wav	44100
1463	在手术室，有人的独白声，手术操作声，仪器声，背景音	人的独白声，手术操作声，仪器声，背景音	人的独白声，手术操作声，仪器声，背景音	演员发出的独白声、手术操作声，医院仪器发出仪器声，电脑操作发出背景音	在手术室内做手术时	10.005963718820862	hospital_3707/1463.wav	44100
1464	数个医生在手术台为病人做手术，有人交谈声，歌声和哭泣声	人声以及歌声，哭泣声	交谈声，哭泣声以及歌声	交谈声有医生发出，哭泣声由女医生哭泣发出，歌声由后期添加制作	数个医生在手术台为病人做手术	10.005963718820862	hospital_3707/1464.wav	44100
1464	背景音乐，女人情绪失控的说话声，然后周围人安慰她	背景音乐，人声，哭声	说话的声音，女人的哭声	人	医院手术室	10.005963718820862	hospital_3707/1464.wav	44100
1464	在手术室内，有数人的对话声，背景音	数人的对话声，背景音	数人的对话声，背景音	数个演员发出的的对话声，电脑操作发出的背景音	在手术室内做手术时	10.005963718820862	hospital_3707/1464.wav	44100
1465	一位医生在为一个病人做治疗，有交谈声以及嘈杂声	人声以及	交谈声，以及嘈杂声	交谈声由医生和病人发出，嘈杂声由医院其他人发出	医生在为病床上的病人做治疗	10.005963718820862	hospital_3707/1465.wav	44100
1465	病房医生与患者对话，周围嘈杂声	人声	两人的对话声，病房嘈杂的声音	人	医院病房	10.005963718820862	hospital_3707/1465.wav	44100
1465	在病房内，有人的对话声，嘈杂的说话声	人的对话声，嘈杂的说话声	人的对话声，嘈杂的说话声	医生和病人发出的对话声，其他人发出的嘈杂的说话声	在病房内	10.005963718820862	hospital_3707/1465.wav	44100
1466	一位医生在照顾病人，以及一个镜头的救护车，有说话声，交谈声和鸣笛声	人声，交谈声 和鸣笛声	交谈声和说话声以及鸣笛声	说话声由医生发出，交谈声由医生和病人发出，鸣笛声由救护车发出	一个医生在医院照顾一个病人	10.005963718820862	hospital_3707/1466.wav	44100
1466	医生说话的声音，搬凳子的声音，急救车的声音，患者的说话声	人声，凳子发出的声音，急救车的声音	医生的说话声，搬凳子时发出的声音，急救车的声音，患者吞吞吐吐的说话声	人，凳子，急救车	医院病房	10.005963718820862	hospital_3707/1466.wav	44100
1466	在医院办公室，有人的说话声，椅子的拖动声，警鸣声；病房内有人的对话声	人的说话声，椅子的拖动声，警鸣声，人的对话声	人的说话声，椅子的拖动声，警鸣声，人的对话声	医生发出的说话声、椅子的拖动声，救护车发出的警鸣声，医生和病人发出的对话声	在医院办公室、病房	10.005963718820862	hospital_3707/1466.wav	44100
1467	一位医生在医院和病人对话，有交谈声，以及后期操作声	人声，后期操作声	交谈声，后期操作声	交谈声由病人和医生发出，后期操作声由吊瓶和病床发出	一个病人不听医生劝阻乱走动	10.005963718820862	hospital_3707/1467.wav	44100
1467	医生与患者的对话，病床发出的声音	人声，病床的摩擦音	两人的对话，病床的摩擦音	人，病床	医院病房	10.005963718820862	hospital_3707/1467.wav	44100
1467	在医院病房内，有人的对话声，床移动的声音，嘈杂的说话声	人的对话声，床移动的声音，嘈杂的说话声	人的对话声，床移动的声音，嘈杂的说话声	医生和病人发出的对话声，病人发出床移动的声音，其他人发出的嘈杂的说话声	在病房内	10.005963718820862	hospital_3707/1467.wav	44100
1468	一个医生在检查女孩病情，另一个医生在穿医生服有人声，后期操作声，以及嘈杂声	人声，后期操作声，以及嘈杂声	后期操作声，以及嘈杂声，说话声	说话声由医生发出，后期操作声由关门动作发出，嘈杂声由医院其他人发出	医院内几个人在说话	10.005963718820862	hospital_3707/1468.wav	44100
1468	对话声，穿防护服时发出的声音	对话的声音，防护服的声音	多人的对话，防护服的摩擦声	人，防护服	医院走廊	10.005963718820862	hospital_3707/1468.wav	44100
1468	在医院走廊上，有两组人的对话声，仪器声，开门声，嘈杂的说话声	两组人的对话声，仪器声，开门声，嘈杂的说话声	两组人的对话声，仪器声，开门声，嘈杂的说话声	医生和病人、医生和家属发出的对话声，医院仪器发出的仪器声，其他人发出的开门声、嘈杂的说话声	在医院走廊上	10.005963718820862	hospital_3707/1468.wav	44100
1469	男女医生把地上面对病人抬上床，有说话声，嘈杂声	人声，交谈声，以及嘈杂声	交谈声嘈杂声以及后期操作声	交谈声由女医生发出，嘈杂声有其他生发出，后期操作声由鞋子发出	两位医生把病人抬上病床	10.005963718820862	hospital_3707/1469.wav	44100
1469	医院楼道的嘈杂声，有患者癫痫，医护人员将其扶至病床上	人声	医生说话的声音，	人	医院走廊	10.005963718820862	hospital_3707/1469.wav	44100
1469	在医院走廊上，有人的对话声，人吃力的声音，鞋子摩擦地面的声音，嘈杂的说话声	人的对话声，人吃力的声音，鞋子摩擦地面的声音，嘈杂的说话声	人的对话声，人吃力的声音，鞋子摩擦地面的声音，嘈杂的说话声	医生间发出的对话声，医生抬病人时发出的吃力的声音，医生鞋子摩擦地面发出摩擦声，其他人发出的嘈杂的说话声	在医院走廊上	10.005963718820862	hospital_3707/1469.wav	44100
1470	一个人躺在床上说话，有说话以及嘈杂声	人声，说话声，嘈杂声	说话声，嘈杂声	说话声由床上男子发出，嘈杂声由医院其他人事发出	一个人躺在医院病床上说话	10.005963718820862	hospital_3707/1470.wav	44100
1470	患者的说话声	人声	患者的说话声	人	医院病房	10.005963718820862	hospital_3707/1470.wav	44100
1470	在医院病房内，有人的说话声，嘈杂的说话声，在大街上，有人的说话声	有人的说话声，嘈杂的说话声	有人的说话声，嘈杂的说话声	躺病床上的人发出的的说话声，医院其他人发出的嘈杂的说话声，大街上的人发出的说话声	在医院病房内、大街上	10.005963718820862	hospital_3707/1470.wav	44100
1471	医生在给病人打药，有人声	人声，交谈声	交谈声	交谈声由医生和病人家属发出	医生和病人家属讨论医药	10.005963718820862	hospital_3707/1471.wav	44100
1471	护士在为患者换药，与家属对话	人声	护士与家属的对话	人	医院病房	10.005963718820862	hospital_3707/1471.wav	44100
1471	在医院病房内，有数人的对话声	数人的对话声	数人的对话声	女医生和家属发出的的对话声、家属与家属发出的对话声、男医生与家属发出的对话声	在医院病房内	10.005963718820862	hospital_3707/1471.wav	44100
1472	医生们在医院交谈，有人声，后期操作声	人声，后期操作声	交谈声，以及后期操作声	后期操作声由关门发出，交谈声由医生发出	医生在医院交谈	10.005963718820862	hospital_3707/1472.wav	44100
1472	医院嘈杂的声音，多人的对话声	人声	医生与家属的对话	人	医院病房	10.005963718820862	hospital_3707/1472.wav	44100
1472	在医院病房内，有数人的对话声	数人的对话声	数人的对话声	医生和家属轮流发出的对话声	在医院病房内	10.005963718820862	hospital_3707/1472.wav	44100
1473	医生在与周围人交谈，有人声，后期操作声	人声，后期操作声	交谈声，后期操作声	交谈声由医生和附近人发出，后期操作声由医院其他人发出	医生在病床前说话	10.005963718820862	hospital_3707/1473.wav	44100
1473	患者躺在病床上，医生与群众的说话声	人声	医生与群众的对话	人	医院病房	10.005963718820862	hospital_3707/1473.wav	44100
1473	在医院病房内，有数人的对话声	数人的对话声	数人的对话声	医生和旁观者轮流发出的对话声	在医院病房内	10.005963718820862	hospital_3707/1473.wav	44100
1474	医生在与病人家属交谈，有人声	人声	交谈声	交谈声由医生与病人家属发出	医生在医院与病人家属交谈	10.005963718820862	hospital_3707/1474.wav	44100
1474	医生与患者工友就患者的病情进行对话，医疗器械发出的声音	人声，医疗器械的声音	医生与患者工友对话	人，医疗器械	医院病房	10.005963718820862	hospital_3707/1474.wav	44100
1474	在医院病房内，有拉起床帘的声音，人的对话声，仪器声	拉起床帘的声音，人的对话声，仪器声	拉起床帘的声音，演员的对话声，仪器声	男医生演员发出拉起床帘的声音，女医生演员与民工演员发出的对话声，医院仪器发出的仪器声	在医院病房内	10.005963718820862	hospital_3707/1474.wav	44100
1475	有人在医院里打电话，有说话声打，电话声	人声，嘈杂声	打电话声，说话声以及嘈杂声	打电话声由女子发出，说话声由警察发出，嘈杂声由医院其他人发出	女子在医院里打电话	10.005963718820862	hospital_3707/1475.wav	44100
1475	警察在说话，然后一女士在打电话说话	人声	警察的声音，女士的说话声	人	医院走廊	10.005963718820862	hospital_3707/1475.wav	44100
1475	在医院公共区，有人的说话声，打电话声，小孩的哭闹声	人的说话声，打电话声，小孩的哭闹声	警察的说话声，女事主的打电话声，小孩的哭闹声	警察发出的说话声，女事主发出的打电话声，小孩发出的哭闹声	在医院公共区	10.005963718820862	hospital_3707/1475.wav	44100
1476	有人在医院里打电话，有说话声打，电话声	人声，嘈杂声	打电话声，嘈杂声	打电话声由女子发出，嘈杂声由医院其他人发出	女子在医院里打电话	10.005963718820862	hospital_3707/1476.wav	44100
1476	群众在急诊科门口联系患者家属	人声	女士用电话与患者家属说话	人	医院走廊	10.005963718820862	hospital_3707/1476.wav	44100
1476	有人在医院打电话，周围有人声，喇叭声	人声，喇叭声	打电话对话的声音和过往车辆的鸣笛的声音	人声是由打电话对的女士发出，鸣笛声是由过往车辆	在医院打电话	10.005963718820862	hospital_3707/1476.wav	44100
1477	医生在医院里交谈，有人声，嘈杂声	人声，嘈杂声	交谈声，嘈杂声	交谈声由医生发出，嘈杂声由医院其他人发出	医生在医院里说话	10.005963718820862	hospital_3707/1477.wav	44100
1477	嘈杂的对话	人声	女士与男士在说话	人	医院	10.005963718820862	hospital_3707/1477.wav	44100
1477	有人在对话，鞋子撞击地面	人声，撞击声音	两个人在讨论	人声是由两个人对话，撞击声是鞋子撞击地面	医院病房	10.005963718820862	hospital_3707/1477.wav	44100
1478	医生在医院里交谈，有人声，嘈杂声	人声，嘈杂声	交谈声，嘈杂声	交谈声由医生发出，嘈杂声由医院其他人发出	医生在医院里说话	10.005963718820862	hospital_3707/1478.wav	44100
1478	男士说话的声音，然后敲键盘的声音	人声，键盘音	男士说话声，键盘敲击声	人，键盘	医院	10.005963718820862	hospital_3707/1478.wav	44100
1478	有人在说话，敲击键盘声音，玻璃撞击声	人声，敲打键盘声音，玻璃撞击	一个人边说话边打字，喝水的杯子与桌子碰撞	人声是由一位男士发出，打字声是由键盘发出，杯子由玻璃发出	医院病房	10.005963718820862	hospital_3707/1478.wav	44100
1479	医生在医院里与病人小女孩交谈，有人声，后期操作声	人声，后期操作声	交谈声，后期操作声	交谈声由男医生与小女孩发出，后期操作声由医疗器械发出	医生在病房内与病人讲话	10.005963718820862	hospital_3707/1479.wav	44100
1479	医疗器械的声音，一位男医师与患者聊天	人声，医疗器械的声音	对话的声音，医疗器械的声音	人，医疗器械	医院	10.005963718820862	hospital_3707/1479.wav	44100
1479	有人在说话，机器运行的响声，扳动机器的声音	人声，医疗机械声音	一个小女孩在医院医生和她交谈并开启设备	人声由医生及病人发出，医院的机械设备	医院病房	10.005963718820862	hospital_3707/1479.wav	44100
1480	医生在医院里交谈，有人声，嘈杂声	人声人声，嘈杂声	交谈声，嘈杂声	交谈声由医生发出，嘈杂声由医院其他人发出	医生在医院里说话	10.005963718820862	hospital_3707/1480.wav	44100
1480	男士说话的声音，撕纸张的声音，抽鼻涕的声音	人声，撕纸张的声音，抽鼻涕声	说话的声音，撕纸的声音，抽鼻涕的声音	人，纸	医院	10.005963718820862	hospital_3707/1480.wav	44100
1480	人说话的声音，撕纸的声音，清嗓子，吸鼻涕的声音	人声，撕纸，清嗓子，吸鼻涕	一个人要废纸和医生要纸，然后医生给他撕，然后清了清鼻子	说话清嗓子吸鼻子声由医生发出撕纸由纸发出	医院	10.005963718820862	hospital_3707/1480.wav	44100
1481	救护车报警，有报警声，音乐声	报警声，音乐声	救护车报警声，和音乐声	报警声由救护车发出，音乐声属于后期加入	救护车拉人	10.005963718820862	hospital_3707/1481.wav	44100
1481	急救车的声音，背景音乐的声音	急救声，背景音乐	"急救车的声音，背景
音乐"	急救车	医院	10.005963718820862	hospital_3707/1481.wav	44100
1481	警车鸣笛的声音以及后期制作加入的音乐	警笛声，后期制作	警车逮捕犯人的场景及情绪	警笛声由警车发出，后期制作	马路	10.005963718820862	hospital_3707/1481.wav	44100
1482	医院里几个护士在配药，医生在说话，有人声说话声	人声	说话声	说话声由医生发出	医生在医院里说话	10.005963718820862	hospital_3707/1482.wav	44100
1482	医生间的对话	人声	医生间的对话	人	医院	10.005963718820862	hospital_3707/1482.wav	44100
1482	人说话的声音，踢柜门的声音，电话声音	人声，踢柜门，电话	说话的声音，电话进来的声音	人声由医生，踢柜门由护士发出，电话铃由电话	医院病房	10.005963718820862	hospital_3707/1482.wav	44100
1483	两个人在医院里交谈，护士拉病床，有说话声，后期操作声	人声，后期操作声	说话声以及后期操作声	说话声有一男一女发出，后期操作声由病床发出	一男一女在医院交谈，护士拉病床	10.005963718820862	hospital_3707/1483.wav	44100
1483	两人的对话，病床发出的声音	人声，病床发出的声音	两人的对话，病床发出的声音	人，病床	医院	10.005963718820862	hospital_3707/1483.wav	44100
1483	医生和病人的对话，床拉动的声音	人声，吱吱吱的声音	说话的声音，床拉动的声音	人声由女病人和医生发出，吱吱吱的声音由床拉动发出	医院	10.005963718820862	hospital_3707/1483.wav	44100
1484	一群人在医院里交谈，有人声	人声	交谈声	各种医院人员交发出的谈声	许多人挨个说话	10.005963718820862	hospital_3707/1484.wav	44100
1484	背景音乐，多人之间的对话	人声，背景音乐	多人间的对话	人	医院病房	10.005963718820862	hospital_3707/1484.wav	44100
1484	一群医生的对话，接吻的声音，音乐声	人声，接吻声，音乐声	说话的声音，后期制作添加的音乐声	人声由病人和医生，接吻由两个人发出，音乐声由后期制作	医院	10.005963718820862	hospital_3707/1484.wav	44100
1485	一个男医生和一个女医生在医院讲话，有人声交谈声	人声，嘈杂声	交谈声，嘈杂声	交谈声由男女医生发出，嘈杂声由医院其他人员发出	两位医生在医院交谈	10.005963718820862	hospital_3707/1485.wav	44100
1485	背景音乐，两人在对话	人声，背景音乐	两人间的对话	人	医院走廊	10.005963718820862	hospital_3707/1485.wav	44100
1485	两个医生的对话，衣服摩擦声音，关门声，音乐声	人声，摩擦声，关门声，音乐声	两个人在讨论，衣物摩擦，关门和后期制作	人声由医生发出，衣服摩擦，门和后期制作	医院	10.005963718820862	hospital_3707/1485.wav	44100
1486	一位女士在医院里争吵，有人声，后期操作声	人声，后期操作声	争吵声，以及后期操作声	争吵声由女子发出，后期制作声由医疗器械发出	一位女子在医院里争吵	10.005963718820862	hospital_3707/1486.wav	44100
1486	血管拿在手中的摩擦音，一个女人气急败坏的骂护士	人声，血管的摩擦音	一个女士在骂护士	人	医院大厅	10.005963718820862	hospital_3707/1486.wav	44100
1486	试管摩擦的声音，病人说话，压脉带扯开的声音	人声，试管摩擦，扯橡皮筋	说话的声音，两个试管摩擦扯开橡皮筋的声音	病人，试管，压脉带	医院	10.005963718820862	hospital_3707/1486.wav	44100
1487	医生和一男子在医院里对话，有人声，嘈杂声	人声，嘈杂声	有交谈声，以及嘈杂声	交谈声由医生和男子发出，嘈杂声由医院其他人员发出	一男一女在医院交谈	10.005963718820862	hospital_3707/1487.wav	44100
1487	医生与患者家属因为医疗经费的对话	人声	医生与患者家属间对话	人	医院大厅	10.005963718820862	hospital_3707/1487.wav	44100
1487	路人的脚步声，说话声	人声，脚步声	医生和病人谈话，鞋子与地板撞击的声音	病人和医生，鞋子和地板	医院	10.005963718820862	hospital_3707/1487.wav	44100
1488	一对男女医生在医院里交谈，有交谈声和音乐声	人声，音乐声	交谈声，以及舒缓的音乐声	交谈声由男女医生发出，音乐声由后期制作发出	一男一女在医院里交谈	10.005963718820862	hospital_3707/1488.wav	44100
1488	有背景音乐，两个医生在医院办公室展开对话	人声，背景音乐	两医生间的对话	人	医院办公室	10.005963718820862	hospital_3707/1488.wav	44100
1488	说话声，衣服装进包里摩擦，后期制作的音乐声	人声，布料摩擦声，音乐声	医生与病人对话，装衣服与包包的声音，后期制作的音乐	医生病人，布料，后期制作	医院	10.005963718820862	hospital_3707/1488.wav	44100
1489	一位医生准备为另一个医生治病，有交谈声和后期操作声	人声，后期操作声	交谈声，后期操作声	交谈声由两位医生发出，后期操作声由医用手套发出	两位医生在说话	10.005963718820862	hospital_3707/1489.wav	44100
1489	有背景音乐，医生与患者在诊室聊天	人声，背景音乐	医生与患者间的对话	人	医院诊室	10.005963718820862	hospital_3707/1489.wav	44100
1489	说话声，医疗器械转动的声音，带橡皮手套	人声，机械转动，橡皮手套拉扯声	两个医生对话，转动机械，带橡胶手套	医生，机械，橡皮手套	医院	10.005963718820862	hospital_3707/1489.wav	44100
1490	医生推着病床上的小女孩出去，有交谈声，和后期操作声	人声,后期操作声	嘈杂声，后期操作声	嘈杂声医院人员发出，后期操作声由病床发出	医生推着病床出去	10.005963718820862	hospital_3707/1490.wav	44100
1490	病床发出的声音，有医生的笑声，女孩被送出病房	人声，病床发出的声音	医生的笑声，病床的摩擦音	人，病床	医院	10.005963718820862	hospital_3707/1490.wav	44100
1490	说话声，开门声，推床声	人声，开门声，推床声	病人推床出去，门打开，以及医生说话	医生，门，床	医院 	10.005963718820862	hospital_3707/1490.wav	44100
1491	医生为病人介绍病情，有交谈声，和音乐声	人声，音乐声	交谈声，音乐声	交谈声由医生发出，音乐由后期制作	医生为病人介绍病情	10.005963718820862	hospital_3707/1491.wav	44100
1491	背景音乐，多人之间的对话	人声，背景音乐	多人的对话，背景音乐	人	医院病房	10.005963718820862	hospital_3707/1491.wav	44100
1491	说话声，关门声，音乐声	人声，关门声，音乐声	医生做手术中交流，有人开门进来，欢快的音乐	医生，门后期制作	医院	10.005963718820862	hospital_3707/1491.wav	44100
1492	两位男医生在医院交谈，有人声，嘈杂声	人声，嘈杂声	交谈声，嘈杂声	交谈声由两个医生发出，嘈杂声由医院内的人发出	两位男医生在说话	10.005963718820862	hospital_3707/1492.wav	44100
1492	两个男士在进行对话，还有背景音乐	人声，背景音乐	两人的对话	人	医院办公室	10.005963718820862	hospital_3707/1492.wav	44100
1492	说话声，关门声，电话声，走路声	人声，关门声，电话声，走路声	一个医生从门出来和另一个医生交谈，电话声，和过往人的脚步声	医生，门，鞋子和地板	医院	10.005963718820862	hospital_3707/1492.wav	44100
1493	一位病人在说话，有说话声	人声，说话声	说话声	说话声有病人发出	一位病人在说话	10.005963718820862	hospital_3707/1493.wav	44100
1493	患者在对医生叙述自己的情况	人声	一个人对医生的自述	人	医院病房	10.005963718820862	hospital_3707/1493.wav	44100
1493	说话声，机械设备的滴滴声	人声，滴滴声	医生和病人在交谈，医疗机械在工作	医生病人，医疗设备	医院	10.005963718820862	hospital_3707/1493.wav	44100
1494	两位医生在说话，有人声	人声	交谈声	交谈声有两个医生发出	一男一女医生在说话	10.005963718820862	hospital_3707/1494.wav	44100
1494	两位医生在进行对话	人声	两个医生在对话	人	医院办公室	10.005963718820862	hospital_3707/1494.wav	44100
1494	说话声，写字的声音	说话声，笔摩擦的声音	医生在讨论记录东西	医生，笔	医院	10.005963718820862	hospital_3707/1494.wav	44100
1495	一位女子在病床上哭泣，两位医生在交谈，有人声，音乐声，后期操作声	人声，音乐声，后期操作声	哭泣声，交谈声，后期操作声，音乐声	哭泣声由女医生发出，交谈声由一男一女医生发出，后期操作声由门发出，音乐声由后期制作	一男一女在医院内交谈，一位女子在病床上哭泣	10.005963718820862	hospital_3707/1495.wav	44100
1495	女人的哭喊声，一个医生在敲门，然后两个医生间的对话	人声，敲门声	女人的哭喊声，敲门声，两人间的对话	人，门	医院	10.005963718820862	hospital_3707/1495.wav	44100
1495	一个人在哭泣的时候有人敲门问医生在么	哭泣声，说话声，敲门声，开门声	哭泣声，敲门的声音打开门的声音，说话的声音	医生，门	医院	10.005963718820862	hospital_3707/1495.wav	44100
1496	一位病人在病床上与女医生说话，有人声，后期操作声	人声，后期操作声	交谈声，后期操作声	交谈声由医生发出，后期操作声由治疗机器发出	一位病人在病房里与医生交谈	10.005963718820862	hospital_3707/1496.wav	44100
1496	医疗器械的声音，一位女医师与患者聊天	人声，医疗器械的声音	医生与患者的对话，医疗器械的响声	人，医疗器械	医院	10.005963718820862	hospital_3707/1496.wav	44100
1496	一个病人喘着气找一个医生，以及医疗器械的声音	人声，喘气声，医疗器械声	人说话的声音，喘气的声音，医疗器械工作的声音	医生病人，医疗器械	医院	10.005963718820862	hospital_3707/1496.wav	44100
1497	一位病人在病床上与女医生说话，有人声，笑声，音乐声后期操作声	人声，笑声，音乐声，后期操作声	交谈声，舒缓的音乐声，笑声，后期操作声	交谈声由病人和女医生发出，舒缓的音乐声有后期制作，笑声由女医生发出，后期操作声由办公文件夹发出	病人与医生在病房内说笑	10.005963718820862	hospital_3707/1497.wav	44100
1497	背景音乐的声音，一位女医师与患者聊天	人声，背景音乐	医生与患者的对话，背景音乐的响声	人	医院病房	10.005963718820862	hospital_3707/1497.wav	44100
1497	一个医生笑着和病人说话，和背景的音乐声	人声，笑声，音乐声	人说话的声音，欢快的笑声，后期制作添加的音乐	医生病人，后期制作	医院	10.005963718820862	hospital_3707/1497.wav	44100
1498	一位病人在床上与医生说话，有人声	人声	交谈声	交谈声由医生和病人发出	病人与医生在病房里说话	10.005963718820862	hospital_3707/1498.wav	44100
1498	医生与患者在进行对话	人声	医生与患者间的对话	人	医院病房	10.005963718820862	hospital_3707/1498.wav	44100
1498	护士劝说病人，病人大声喊叫	人声	护士耐心劝说，病人态度恶劣	护士病人	医院	10.005963718820862	hospital_3707/1498.wav	44100
1499	医生们在说话，有人声	人声	交谈声	交谈声由医生发出	医生们在医院里说话	10.005963718820862	hospital_3707/1499.wav	44100
1499	多个人在医院办公室进行对话	人声	多人间的对话	人	医院办公室	10.005963718820862	hospital_3707/1499.wav	44100
1499	清嗓子，人们在交谈，翻纸的声音	人声，清嗓子，翻纸	人说话的声音，紧张的清嗓子，翻纸的声音	医生和家属，纸	医院	10.005963718820862	hospital_3707/1499.wav	44100
1500	两位医生在医院内互相打招呼，有人声，后期操作声	人声，后期操作声	交谈声，后期操作声	交谈声由医生发出，后期操作声由医院医疗机器发出	两位医生在医院里见面打招呼	10.005963718820862	hospital_3707/1500.wav	44100
1500	两个医生在医院里展开了对话还有背景音乐	人声，背景音乐	两医生间的对话	人	医院	10.005963718820862	hospital_3707/1500.wav	44100
1500	女医生清嗓子，交谈，音乐声	人声，清嗓子，音乐声	女士和同事交流，和欢快的音乐	医生，后期制作	医院	10.005963718820862	hospital_3707/1500.wav	44100
1501	患者躺在手术台上，有患者叹气声，医生在进行准备发出的声音，旁边的人的笑声以及在和患者说话	叹气声，笑声，人声，动作声	患者的叹气声，安慰者的笑声，医生和安慰者的说话声，医生动作发出的声音	叹气声由患者发出，笑声由安慰者发出，说话声由安慰着和医生发出，动作声由医生发出	有人在手术台上发出的	10.005963718820862	hospital_3707/1501.wav	44100
1501	手术台上孕妇的声音和其丈夫与医生的声音	人声	孕妇低沉的声音，丈夫不安的声音，医生的声音	孕妇，孕妇的丈夫，医生	手术间内孕妇在手术台上，其丈夫和医生围着她	10.005963718820862	hospital_3707/1501.wav	44100
1501	医院病人即将做手术，家属安慰病人，医生整理病号服	人声，整理声	说话的声音，整理病号服的声音	医生病人及家属，病号服	病房内，病人和家属聊天，医生为病人准备病号服	10.005963718820862	hospital_3707/1501.wav	44100
1502	病人在病床上，有病人说话声，心电图波动声，医生在记录声以及说话声	人声，心电图声，写字发出的声音	病人和医生的说话声，心电图波动的声音，医生记录情况发出的声音	人声由患者和医生发出，心电图声由心电图机器发出，写字声由医生记录时情况发出	病人躺在病床上发出的	10.005963718820862	hospital_3707/1502.wav	44100
1502	病房内病人说话的声音和医生应答的声音	人声	病人的声音，医生的声音	病人，医生	病房中病人躺在床上和医生聊天	10.005963718820862	hospital_3707/1502.wav	44100
1502	医院病人和医生聊天，医生在写病例	人声，翻纸声	说话的声音，翻动纸张的声音	医生，病人，纸张	病房内医生和病人聊天	10.005963718820862	hospital_3707/1502.wav	44100
1503	病人躺在床上在医院走廊里推往别处，有人在走路的声音以及说话声	走路声，人声	人在走路发出的声音，患者和家属交流的声音	走路声由人走路时发出的，人声由患者和家属发出	病人躺在病床上推倒别处发出的	10.005963718820862	hospital_3707/1503.wav	44100
1503	病人在移动床上与其丈夫交流的声音和移动床轮子滚动的声音	人声，轮子滚动声	病人和其丈夫交流的声音，轮子在地面滚动的声音	病人，病人的丈夫，轮子	病人于移动床上在医院走廊移动	10.005963718820862	hospital_3707/1503.wav	44100
1503	医院走廊上，即将手术的病人和家人聊天	人声，推床声	说话的声音，推动病床的声音	病人及家属，病床移动的声音	进手术室的路上，病人和家属交谈	10.005963718820862	hospital_3707/1503.wav	44100
1504	手术室有人在做手术，由心电图的声音，医生交流生，后期操作声，血液溅出的声音	人声，心电图声，后期操作声，血液溅出声	医生在交流发出的声音，心电图仪器发出的声音，后期视频制作加上去的背景音，血液溅出来的声音	人声由医生发出，心电图声由仪器发出，后期操作声由电脑发出，血液溅出声由血液发出	病人在手术室做手术时发出的	10.005963718820862	hospital_3707/1504.wav	44100
